sample_id,project_id,classification,run_count,first_run_id,calculated_total_reads,recorded_total_reads,all_runs_match_recorded,read_difference,minimum_reference_depth,eligible_reference_sample
SRS2821847,MGYS00002437,seawater,1,SRR6457377,84427.0,84427.0,True,0.0,10000,True
SRS2821936,MGYS00002437,seawater,1,SRR6457284,84304.0,84304.0,True,0.0,10000,True
SRS2821969,MGYS00002437,seawater,1,SRR6457252,84190.0,84190.0,True,0.0,10000,True
SRS2822031,MGYS00002437,seawater,1,SRR6457187,84100.0,84100.0,True,0.0,10000,True
SRS2821940,MGYS00002437,seawater,1,SRR6457280,83882.0,83882.0,True,0.0,10000,True
SRS2821984,MGYS00002437,seawater,1,SRR6457236,83442.0,83442.0,True,0.0,10000,True
SRS2821885,MGYS00002437,seawater,1,SRR6457338,83243.0,83243.0,True,0.0,10000,True
SRS2822033,MGYS00002437,seawater,1,SRR6457186,83235.0,83235.0,True,0.0,10000,True
SRS2822168,MGYS00002437,seawater,1,SRR6457527,83151.0,83151.0,True,0.0,10000,True
SRS2822073,MGYS00002437,seawater,1,SRR6457147,82655.0,82655.0,True,0.0,10000,True
SRS2822025,MGYS00002437,seawater,1,SRR6457193,82546.0,82546.0,True,0.0,10000,True
SRS2821939,MGYS00002437,seawater,1,SRR6457281,82477.0,82477.0,True,0.0,10000,True
SRS2821817,MGYS00002437,seawater,1,SRR6457406,82447.0,82447.0,True,0.0,10000,True
SRS2822249,MGYS00002437,seawater,1,SRR6457449,82034.0,82034.0,True,0.0,10000,True
SRS2822167,MGYS00002437,seawater,1,SRR6457528,81902.0,81902.0,True,0.0,10000,True
SRS2822181,MGYS00002437,seawater,1,SRR6457514,81895.0,81895.0,True,0.0,10000,True
SRS2821843,MGYS00002437,seawater,1,SRR6457381,81848.0,81848.0,True,0.0,10000,True
SRS2821977,MGYS00002437,seawater,1,SRR6457243,81616.0,81616.0,True,0.0,10000,True
SRS2822115,MGYS00002437,seawater,1,SRR6457105,81489.0,81489.0,True,0.0,10000,True
SRS2821887,MGYS00002437,seawater,1,SRR6457336,81207.0,81207.0,True,0.0,10000,True
SRS2822165,MGYS00002437,seawater,1,SRR6457531,80896.0,80896.0,True,0.0,10000,True
SRS2822215,MGYS00002437,seawater,1,SRR6457479,80693.0,80693.0,True,0.0,10000,True
SRS2821955,MGYS00002437,seawater,1,SRR6457266,80683.0,80683.0,True,0.0,10000,True
SRS2821872,MGYS00002437,seawater,1,SRR6457352,80598.0,80598.0,True,0.0,10000,True
SRS2821996,MGYS00002437,seawater,1,SRR6457223,80569.0,80569.0,True,0.0,10000,True
SRS2822104,MGYS00002437,seawater,1,SRR6457218,80261.0,80261.0,True,0.0,10000,True
SRS2822214,MGYS00002437,seawater,1,SRR6457482,79907.0,79907.0,True,0.0,10000,True
SRS2822088,MGYS00002437,seawater,1,SRR6457132,79864.0,79864.0,True,0.0,10000,True
SRS2822267,MGYS00002437,seawater,1,SRR6457428,79689.0,79689.0,True,0.0,10000,True
SRS2822093,MGYS00002437,seawater,1,SRR6457127,79632.0,79632.0,True,0.0,10000,True
SRS2822210,MGYS00002437,seawater,1,SRR6457485,79426.0,79426.0,True,0.0,10000,True
SRS2822169,MGYS00002437,seawater,1,SRR6457526,79411.0,79411.0,True,0.0,10000,True
SRS2821979,MGYS00002437,seawater,1,SRR6457241,79403.0,79403.0,True,0.0,10000,True
SRS2822145,MGYS00002437,seawater,1,SRR6457076,79357.0,79357.0,True,0.0,10000,True
SRS2821941,MGYS00002437,seawater,1,SRR6457321,79165.0,79165.0,True,0.0,10000,True
SRS2822217,MGYS00002437,seawater,1,SRR6457478,79158.0,79158.0,True,0.0,10000,True
SRS2822141,MGYS00002437,seawater,1,SRR6457079,79032.0,79032.0,True,0.0,10000,True
SRS2821833,MGYS00002437,seawater,1,SRR6457390,78971.0,78971.0,True,0.0,10000,True
SRS2822236,MGYS00002437,seawater,1,SRR6457459,78922.0,78922.0,True,0.0,10000,True
SRS2821914,MGYS00002437,seawater,1,SRR6457307,78912.0,78912.0,True,0.0,10000,True
SRS2821823,MGYS00002437,seawater,1,SRR6457399,78911.0,78911.0,True,0.0,10000,True
SRS2822122,MGYS00002437,seawater,1,SRR6457099,78852.0,78852.0,True,0.0,10000,True
SRS2822198,MGYS00002437,seawater,1,SRR6457497,78687.0,78687.0,True,0.0,10000,True
SRS2821880,MGYS00002437,seawater,1,SRR6457344,78522.0,78522.0,True,0.0,10000,True
SRS2821925,MGYS00002437,seawater,1,SRR6457295,78452.0,78452.0,True,0.0,10000,True
SRS2821837,MGYS00002437,seawater,1,SRR6457387,78245.0,78245.0,True,0.0,10000,True
SRS2822255,MGYS00002437,seawater,1,SRR6457439,78111.0,78111.0,True,0.0,10000,True
SRS2822257,MGYS00002437,seawater,1,SRR6457437,77889.0,77889.0,True,0.0,10000,True
SRS2821852,MGYS00002437,seawater,1,SRR6457372,77836.0,77836.0,True,0.0,10000,True
SRS2822038,MGYS00002437,seawater,1,SRR6457180,77659.0,77659.0,True,0.0,10000,True
SRS2822142,MGYS00002437,seawater,1,SRR6457078,77466.0,77466.0,True,0.0,10000,True
SRS2821921,MGYS00002437,seawater,1,SRR6457300,77186.0,77186.0,True,0.0,10000,True
SRS2821864,MGYS00002437,seawater,1,SRR6457359,77153.0,77153.0,True,0.0,10000,True
SRS2822231,MGYS00002437,seawater,1,SRR6457465,77150.0,77150.0,True,0.0,10000,True
SRS2822163,MGYS00002437,seawater,1,SRR6457532,77015.0,77015.0,True,0.0,10000,True
SRS2822064,MGYS00002437,seawater,1,SRR6457156,76899.0,76899.0,True,0.0,10000,True
SRS2822053,MGYS00002437,seawater,1,SRR6457166,76854.0,76854.0,True,0.0,10000,True
SRS2822039,MGYS00002437,seawater,1,SRR6457179,76845.0,76845.0,True,0.0,10000,True
SRS2821862,MGYS00002437,seawater,1,SRR6457362,76269.0,76269.0,True,0.0,10000,True
SRS2822200,MGYS00002437,seawater,1,SRR6457495,76028.0,76028.0,True,0.0,10000,True
SRS2822008,MGYS00002437,seawater,1,SRR6457209,75945.0,75945.0,True,0.0,10000,True
SRS2822083,MGYS00002437,seawater,1,SRR6457137,75883.0,75883.0,True,0.0,10000,True
SRS2822256,MGYS00002437,seawater,1,SRR6457438,75712.0,75712.0,True,0.0,10000,True
SRS2822213,MGYS00002437,seawater,1,SRR6457481,75073.0,75073.0,True,0.0,10000,True
SRS2822111,MGYS00002437,seawater,1,SRR6457109,74876.0,74876.0,True,0.0,10000,True
SRS2822440,MGYS00002437,seawater,1,SRR6457452,74849.0,74849.0,True,0.0,10000,True
SRS2821892,MGYS00002437,seawater,1,SRR6457331,74807.0,74807.0,True,0.0,10000,True
SRS2822280,MGYS00002437,seawater,1,SRR6457415,74410.0,74410.0,True,0.0,10000,True
SRS2821870,MGYS00002437,seawater,1,SRR6457354,74327.0,74327.0,True,0.0,10000,True
SRS2822240,MGYS00002437,seawater,1,SRR6457455,74274.0,74274.0,True,0.0,10000,True
SRS2822193,MGYS00002437,seawater,1,SRR6457500,73972.0,73972.0,True,0.0,10000,True
SRS2822029,MGYS00002437,seawater,1,SRR6457189,73664.0,73664.0,True,0.0,10000,True
SRS2822182,MGYS00002437,seawater,1,SRR6457516,73335.0,73335.0,True,0.0,10000,True
SRS2822006,MGYS00002437,seawater,1,SRR6457211,73175.0,73175.0,True,0.0,10000,True
SRS2821832,MGYS00002437,seawater,1,SRR6457392,73170.0,73170.0,True,0.0,10000,True
SRS2821982,MGYS00002437,seawater,1,SRR6457238,73048.0,73048.0,True,0.0,10000,True
SRS2822941,MGYS00002437,seawater,1,SRR6457279,73003.0,73003.0,True,0.0,10000,True
SRS2822080,MGYS00002437,seawater,1,SRR6457140,72878.0,72878.0,True,0.0,10000,True
SRS2821873,MGYS00002437,seawater,1,SRR6457351,72597.0,72597.0,True,0.0,10000,True
SRS2821929,MGYS00002437,seawater,1,SRR6457292,72593.0,72593.0,True,0.0,10000,True
SRS2822069,MGYS00002437,seawater,1,SRR6457151,72590.0,72590.0,True,0.0,10000,True
SRS2822283,MGYS00002437,seawater,1,SRR6457412,72540.0,72540.0,True,0.0,10000,True
SRS2821890,MGYS00002437,seawater,1,SRR6457333,72528.0,72528.0,True,0.0,10000,True
SRS2821912,MGYS00002437,seawater,1,SRR6457309,72444.0,72444.0,True,0.0,10000,True
SRS2821966,MGYS00002437,seawater,1,SRR6457255,72434.0,72434.0,True,0.0,10000,True
SRS2822204,MGYS00002437,seawater,1,SRR6457491,72427.0,72427.0,True,0.0,10000,True
SRS2822017,MGYS00002437,seawater,1,SRR6457201,72318.0,72318.0,True,0.0,10000,True
SRS2822046,MGYS00002437,seawater,1,SRR6457173,72227.0,72227.0,True,0.0,10000,True
SRS2822260,MGYS00002437,seawater,1,SRR6457434,71819.0,71819.0,True,0.0,10000,True
SRS2821863,MGYS00002437,seawater,1,SRR6457361,71659.0,71659.0,True,0.0,10000,True
SRS2822130,MGYS00002437,seawater,1,SRR6457091,71582.0,71582.0,True,0.0,10000,True
SRS2822101,MGYS00002437,seawater,1,SRR6457118,70950.0,70950.0,True,0.0,10000,True
SRS2822036,MGYS00002437,seawater,1,SRR6457182,70920.0,70920.0,True,0.0,10000,True
SRS2822238,MGYS00002437,seawater,1,SRR6457458,70703.0,70703.0,True,0.0,10000,True
SRS2822048,MGYS00002437,seawater,1,SRR6457170,70457.0,70457.0,True,0.0,10000,True
SRS2822110,MGYS00002437,seawater,1,SRR6457110,70106.0,70106.0,True,0.0,10000,True
SRS2822144,MGYS00002437,seawater,1,SRR6457550,70043.0,70043.0,True,0.0,10000,True
SRS2822173,MGYS00002437,seawater,1,SRR6457521,69915.0,69915.0,True,0.0,10000,True
SRS2822134,MGYS00002437,seawater,1,SRR6457086,69899.0,69899.0,True,0.0,10000,True
SRS2822248,MGYS00002437,seawater,1,SRR6457445,69841.0,69841.0,True,0.0,10000,True
SRS2822075,MGYS00002437,seawater,1,SRR6457145,68956.0,68956.0,True,0.0,10000,True
SRS2822282,MGYS00002437,seawater,1,SRR6457413,68848.0,68848.0,True,0.0,10000,True
SRS2821956,MGYS00002437,seawater,1,SRR6457265,68784.0,68784.0,True,0.0,10000,True
SRS2822050,MGYS00002437,seawater,1,SRR6457169,68703.0,68703.0,True,0.0,10000,True
SRS2821989,MGYS00002437,seawater,1,SRR6457231,68345.0,68345.0,True,0.0,10000,True
SRS2822219,MGYS00002437,seawater,1,SRR6457476,68139.0,68139.0,True,0.0,10000,True
SRS2822244,MGYS00002437,seawater,1,SRR6457450,68117.0,68117.0,True,0.0,10000,True
SRS2822151,MGYS00002437,seawater,1,SRR6457545,68032.0,68032.0,True,0.0,10000,True
SRS2821836,MGYS00002437,seawater,1,SRR6457388,67984.0,67984.0,True,0.0,10000,True
SRS2821924,MGYS00002437,seawater,1,SRR6457297,67771.0,67771.0,True,0.0,10000,True
SRS2821945,MGYS00002437,seawater,1,SRR6457275,67671.0,67671.0,True,0.0,10000,True
SRS2822233,MGYS00002437,seawater,1,SRR6457463,67563.0,67563.0,True,0.0,10000,True
SRS2822157,MGYS00002437,seawater,1,SRR6457538,67557.0,67557.0,True,0.0,10000,True
SRS2822092,MGYS00002437,seawater,1,SRR6457128,67475.0,67475.0,True,0.0,10000,True
SRS2821834,MGYS00002437,seawater,1,SRR6457391,67229.0,67229.0,True,0.0,10000,True
SRS2821879,MGYS00002437,seawater,1,SRR6457345,67131.0,67131.0,True,0.0,10000,True
SRS2822055,MGYS00002437,seawater,1,SRR6457165,66851.0,66851.0,True,0.0,10000,True
SRS2821983,MGYS00002437,seawater,1,SRR6457290,66768.0,66768.0,True,0.0,10000,True
SRS2821815,MGYS00002437,seawater,1,SRR6457411,66420.0,66420.0,True,0.0,10000,True
SRS2821845,MGYS00002437,seawater,1,SRR6457379,66124.0,66124.0,True,0.0,10000,True
SRS2821949,MGYS00002437,seawater,1,SRR6457272,65900.0,65900.0,True,0.0,10000,True
SRS2821953,MGYS00002437,seawater,1,SRR6457268,65898.0,65898.0,True,0.0,10000,True
SRS2822176,MGYS00002437,seawater,1,SRR6457520,65739.0,65739.0,True,0.0,10000,True
SRS2822078,MGYS00002437,seawater,1,SRR6457142,65618.0,65618.0,True,0.0,10000,True
SRS2822239,MGYS00002437,seawater,1,SRR6457456,65576.0,65576.0,True,0.0,10000,True
SRS2822177,MGYS00002437,seawater,1,SRR6457519,65542.0,65542.0,True,0.0,10000,True
SRS2822061,MGYS00002437,seawater,1,SRR6457224,65352.0,65352.0,True,0.0,10000,True
SRS2821922,MGYS00002437,seawater,1,SRR6457299,65125.0,65125.0,True,0.0,10000,True
SRS2821875,MGYS00002437,seawater,1,SRR6457349,64953.0,64953.0,True,0.0,10000,True
SRS2821893,MGYS00002437,seawater,1,SRR6457330,64943.0,64943.0,True,0.0,10000,True
SRS2821960,MGYS00002437,seawater,1,SRR6457260,64804.0,64804.0,True,0.0,10000,True
SRS2822235,MGYS00002437,seawater,1,SRR6457460,64763.0,64763.0,True,0.0,10000,True
SRS2822051,MGYS00002437,seawater,1,SRR6457168,64680.0,64680.0,True,0.0,10000,True
SRS2822032,MGYS00002437,seawater,1,SRR6457185,64509.0,64509.0,True,0.0,10000,True
SRS2822095,MGYS00002437,seawater,1,SRR6457125,64482.0,64482.0,True,0.0,10000,True
SRS2822108,MGYS00002437,seawater,1,SRR6457112,64409.0,64409.0,True,0.0,10000,True
SRS2822143,MGYS00002437,seawater,1,SRR6457077,64296.0,64296.0,True,0.0,10000,True
SRS2822106,MGYS00002437,seawater,1,SRR6457114,64214.0,64214.0,True,0.0,10000,True
SRS2822247,MGYS00002437,seawater,1,SRR6457446,64026.0,64026.0,True,0.0,10000,True
SRS2822216,MGYS00002437,seawater,1,SRR6457480,63740.0,63740.0,True,0.0,10000,True
SRS2821814,MGYS00002437,seawater,1,SRR6457410,63402.0,63402.0,True,0.0,10000,True
SRS2822220,MGYS00002437,seawater,1,SRR6457475,63338.0,63338.0,True,0.0,10000,True
SRS2822135,MGYS00002437,seawater,1,SRR6457085,63306.0,63306.0,True,0.0,10000,True
SRS2822262,MGYS00002437,seawater,1,SRR6457122,63163.0,63163.0,True,0.0,10000,True
SRS2822221,MGYS00002437,seawater,1,SRR6457474,63126.0,63126.0,True,0.0,10000,True
SRS2821853,MGYS00002437,seawater,1,SRR6457370,63085.0,63085.0,True,0.0,10000,True
SRS2821848,MGYS00002437,seawater,1,SRR6457376,62975.0,62975.0,True,0.0,10000,True
SRS2821829,MGYS00002437,seawater,1,SRR6457395,62844.0,62844.0,True,0.0,10000,True
SRS2822045,MGYS00002437,seawater,1,SRR6457174,62783.0,62783.0,True,0.0,10000,True
SRS2822009,MGYS00002437,seawater,1,SRR6457208,62614.0,62614.0,True,0.0,10000,True
SRS2821882,MGYS00002437,seawater,1,SRR6457342,62552.0,62552.0,True,0.0,10000,True
SRS2821928,MGYS00002437,seawater,1,SRR6457293,62367.0,62367.0,True,0.0,10000,True
SRS2821926,MGYS00002437,seawater,1,SRR6457340,61853.0,61853.0,True,0.0,10000,True
SRS2822251,MGYS00002437,seawater,1,SRR6457443,61331.0,61331.0,True,0.0,10000,True
SRS2821878,MGYS00002437,seawater,1,SRR6457346,61324.0,61324.0,True,0.0,10000,True
SRS2822197,MGYS00002437,seawater,1,SRR6457498,61144.0,61144.0,True,0.0,10000,True
SRS2822179,MGYS00002437,seawater,1,SRR6457517,61027.0,61027.0,True,0.0,10000,True
SRS2822298,MGYS00002437,seawater,1,SRR6457090,60581.0,60581.0,True,0.0,10000,True
SRS2822195,MGYS00002437,seawater,1,SRR6457501,60291.0,60291.0,True,0.0,10000,True
SRS2822074,MGYS00002437,seawater,1,SRR6457146,60275.0,60275.0,True,0.0,10000,True
SRS2821910,MGYS00002437,seawater,1,SRR6457311,60143.0,60143.0,True,0.0,10000,True
SRS2821835,MGYS00002437,seawater,1,SRR6457389,59856.0,59856.0,True,0.0,10000,True
SRS2821981,MGYS00002437,seawater,1,SRR6457239,59189.0,59189.0,True,0.0,10000,True
SRS2821881,MGYS00002437,seawater,1,SRR6457343,59002.0,59002.0,True,0.0,10000,True
SRS2822052,MGYS00002437,seawater,1,SRR6457167,58619.0,58619.0,True,0.0,10000,True
SRS2822243,MGYS00002437,seawater,1,SRR6457451,58482.0,58482.0,True,0.0,10000,True
SRS2821886,MGYS00002437,seawater,1,SRR6457337,58425.0,58425.0,True,0.0,10000,True
SRS2822242,MGYS00002437,seawater,1,SRR6457453,58422.0,58422.0,True,0.0,10000,True
SRS2821931,MGYS00002437,seawater,1,SRR6457291,58131.0,58131.0,True,0.0,10000,True
SRS2822281,MGYS00002437,seawater,1,SRR6457414,57936.0,57936.0,True,0.0,10000,True
SRS2821919,MGYS00002437,seawater,1,SRR6457302,57760.0,57760.0,True,0.0,10000,True
SRS2822237,MGYS00002437,seawater,1,SRR6457457,57667.0,57667.0,True,0.0,10000,True
SRS2822159,MGYS00002437,seawater,1,SRR6457536,57272.0,57272.0,True,0.0,10000,True
SRS2822126,MGYS00002437,seawater,1,SRR6457095,57099.0,57099.0,True,0.0,10000,True
SRS2821883,MGYS00002437,seawater,1,SRR6457341,56398.0,56398.0,True,0.0,10000,True
SRS2822172,MGYS00002437,seawater,1,SRR6457522,56314.0,56314.0,True,0.0,10000,True
SRS2821959,MGYS00002437,seawater,1,SRR6457261,56200.0,56200.0,True,0.0,10000,True
SRS2821856,MGYS00002437,seawater,1,SRR6457367,55888.0,55888.0,True,0.0,10000,True
SRS2822103,MGYS00002437,seawater,1,SRR6457116,55593.0,55593.0,True,0.0,10000,True
SRS2821954,MGYS00002437,seawater,1,SRR6457267,55484.0,55484.0,True,0.0,10000,True
SRS2821985,MGYS00002437,seawater,1,SRR6457287,54990.0,54990.0,True,0.0,10000,True
SRS2821933,MGYS00002437,seawater,1,SRR6457288,54834.0,54834.0,True,0.0,10000,True
SRS2822098,MGYS00002437,seawater,1,SRR6457121,54471.0,54471.0,True,0.0,10000,True
SRS2821958,MGYS00002437,seawater,1,SRR6457262,54377.0,54377.0,True,0.0,10000,True
SRS2822191,MGYS00002437,seawater,1,SRR6457503,54369.0,54369.0,True,0.0,10000,True
SRS2822246,MGYS00002437,seawater,1,SRR6457447,54173.0,54173.0,True,0.0,10000,True
SRS2822133,MGYS00002437,seawater,1,SRR6457087,54109.0,54109.0,True,0.0,10000,True
SRS2821961,MGYS00002437,seawater,1,SRR6457263,54097.0,54097.0,True,0.0,10000,True
SRS2822012,MGYS00002437,seawater,1,SRR6457205,53960.0,53960.0,True,0.0,10000,True
SRS2821930,MGYS00002437,seawater,1,SRR6457296,53894.0,53894.0,True,0.0,10000,True
SRS2822229,MGYS00002437,seawater,1,SRR6457468,53815.0,53815.0,True,0.0,10000,True
SRS2822160,MGYS00002437,seawater,1,SRR6457535,53273.0,53273.0,True,0.0,10000,True
SRS2822230,MGYS00002437,seawater,1,SRR6457464,53129.0,53129.0,True,0.0,10000,True
SRS2822232,MGYS00002437,seawater,1,SRR6457462,52866.0,52866.0,True,0.0,10000,True
SRS2822161,MGYS00002437,seawater,1,SRR6457534,52616.0,52616.0,True,0.0,10000,True
SRS2822000,MGYS00002437,seawater,1,SRR6457219,52198.0,52198.0,True,0.0,10000,True
SRS2822190,MGYS00002437,seawater,1,SRR6457504,51907.0,51907.0,True,0.0,10000,True
SRS2822129,MGYS00002437,seawater,1,SRR6457092,51095.0,51095.0,True,0.0,10000,True
SRS2822174,MGYS00002437,seawater,1,SRR6457523,50039.0,50039.0,True,0.0,10000,True
SRS2821957,MGYS00002437,seawater,1,SRR6457264,49720.0,49720.0,True,0.0,10000,True
SRS2821927,MGYS00002437,seawater,1,SRR6457294,49369.0,49369.0,True,0.0,10000,True
SRS2822194,MGYS00002437,seawater,1,SRR6457502,48991.0,48991.0,True,0.0,10000,True
SRS2821946,MGYS00002437,seawater,1,SRR6457274,48287.0,48287.0,True,0.0,10000,True
SRS2822072,MGYS00002437,seawater,1,SRR6457148,47951.0,47951.0,True,0.0,10000,True
SRS2822228,MGYS00002437,seawater,1,SRR6457467,47933.0,47933.0,True,0.0,10000,True
SRS2822132,MGYS00002437,seawater,1,SRR6457088,47720.0,47720.0,True,0.0,10000,True
SRS2822109,MGYS00002437,seawater,1,SRR6457111,47371.0,47371.0,True,0.0,10000,True
SRS2822112,MGYS00002437,seawater,1,SRR6457108,47278.0,47278.0,True,0.0,10000,True
SRS2821830,MGYS00002437,seawater,1,SRR6457394,46595.0,46595.0,True,0.0,10000,True
SRS2821844,MGYS00002437,seawater,1,SRR6457380,45858.0,45858.0,True,0.0,10000,True
SRS2822164,MGYS00002437,seawater,1,SRR6457530,45604.0,45604.0,True,0.0,10000,True
SRS2822223,MGYS00002437,seawater,1,SRR6457472,44608.0,44608.0,True,0.0,10000,True
SRS2822102,MGYS00002437,seawater,1,SRR6457117,44572.0,44572.0,True,0.0,10000,True
SRS2822166,MGYS00002437,seawater,1,SRR6457529,43855.0,43855.0,True,0.0,10000,True
SRS2822010,MGYS00002437,seawater,1,SRR6457207,42951.0,42951.0,True,0.0,10000,True
SRS2821998,MGYS00002437,seawater,1,SRR6457221,42825.0,42825.0,True,0.0,10000,True
SRS2822015,MGYS00002437,seawater,1,SRR6457203,41923.0,41923.0,True,0.0,10000,True
SRS2822054,MGYS00002437,seawater,1,SRR6457164,41853.0,41853.0,True,0.0,10000,True
SRS2822162,MGYS00002437,seawater,1,SRR6457533,40649.0,40649.0,True,0.0,10000,True
SRS2822234,MGYS00002437,seawater,1,SRR6457461,40289.0,40289.0,True,0.0,10000,True
SRS2822016,MGYS00002437,seawater,1,SRR6457202,40094.0,40094.0,True,0.0,10000,True
SRS2822034,MGYS00002437,seawater,1,SRR6457184,38265.0,38265.0,True,0.0,10000,True
SRS2821964,MGYS00002437,seawater,1,SRR6457257,37300.0,37300.0,True,0.0,10000,True
SRS2822226,MGYS00002437,seawater,1,SRR6457469,35519.0,35519.0,True,0.0,10000,True
SRS2821968,MGYS00002437,seawater,1,SRR6457253,35287.0,35287.0,True,0.0,10000,True
SRS2822107,MGYS00002437,seawater,1,SRR6457113,35273.0,35273.0,True,0.0,10000,True
SRS2822013,MGYS00002437,seawater,1,SRR6457204,33241.0,33241.0,True,0.0,10000,True
SRS2822056,MGYS00002437,seawater,1,SRR6457163,32283.0,32283.0,True,0.0,10000,True
SRS2821851,MGYS00002437,seawater,1,SRR6457373,30291.0,30291.0,True,0.0,10000,True
SRS2822011,MGYS00002437,seawater,1,SRR6457206,29079.0,29079.0,True,0.0,10000,True
SRS2821827,MGYS00002437,seawater,1,SRR6457396,23892.0,23892.0,True,0.0,10000,True
SRS2822028,MGYS00002437,seawater,1,SRR6457190,23006.0,23006.0,True,0.0,10000,True
SRS2821962,MGYS00002437,seawater,1,SRR6457259,22956.0,22956.0,True,0.0,10000,True
SRS2821965,MGYS00002437,seawater,1,SRR6457256,19865.0,19865.0,True,0.0,10000,True
SRS2821888,MGYS00002437,seawater,1,SRR6457335,19418.0,19418.0,True,0.0,10000,True
SRS2822091,MGYS00002437,seawater,1,SRR6457130,18276.0,18276.0,True,0.0,10000,True
SRS2822035,MGYS00002437,seawater,1,SRR6457183,17131.0,17131.0,True,0.0,10000,True
SRS2821854,MGYS00002437,seawater,1,SRR6457371,11843.0,11843.0,True,0.0,10000,True
SRS2821963,MGYS00002437,seawater,1,SRR6457258,11534.0,11534.0,True,0.0,10000,True
SRS2822058,MGYS00002437,seawater,1,SRR6457161,11260.0,11260.0,True,0.0,10000,True
