sample_id,split,subsample_repeat,otu_id,shallow_depth,shallow_count,shallow_ra,log10_shallow_ra,zero_in_shallow,shallow_rank,shallow_rank_norm,shallow_richness,otu_mean_ra_train,otu_prevalence_train,otu_std_ra_train,otu_max_ra_train,target_reference_ra,target_log10_reference_ra,is_other,pred_raw_shallow_ra,pred_training_mean_ra,pred_random_forest_ra,pred_xgboost_ra,log1p_shallow_count,abundance_group,shallow_detection_group
SRS2822280,test,2,99800,2000,0,0.0,-8.0,1,95,1.0,94,0.000178945661611,0.4259818731117825,0.0008085371580639,0.0080197521832563,6.719526945303052e-05,-4.172596673305506,0,0.0,0.00017894566161100203,1.4105016893009475e-07,2.1351572476179358e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822183,test,1,224005,2000,0,0.0,-8.0,1,116,1.0,115,0.0001551267007643,0.4078549848942598,0.000402133699931,0.0033242490491449,0.0,-8.0,0,0.0,0.00015512670076430176,2.4351447190293267e-06,1.3016859235488458e-06,0.0,Reference zero,Shallow zero
SRS2821916,test,2,87310,2000,3,0.0015,-2.8239058456574235,0,30,0.5084745762711864,58,0.0025290292004633,0.9909365558912386,0.0034345239529555,0.03014327231938,0.0018714325816412464,-2.727823493080099,0,0.0015,0.0025290292004633286,0.0013621748604643435,0.0014839037151038498,1.3862943611198906,Common (1e-3 to 1e-2),Detected in shallow
SRS2822218,test,4,170659,2000,0,0.0,-8.0,1,65,1.0,64,0.0006393986810023,0.7945619335347432,0.0008578753801034,0.0049339031410024,0.0,-8.0,0,0.0,0.0006393986810023073,1.305538675826208e-06,1.2228416652106685e-06,0.0,Reference zero,Shallow zero
SRS2821881,test,5,33751,2000,32,0.016,-1.7958797459101088,0,12,0.21052631578947367,56,0.0072486117675203,0.9335347432024168,0.0167324478370842,0.1843301919655045,0.017490932510762343,-1.7571867876514211,0,0.016,0.007248611767520383,0.01734315801516616,0.01759314520094742,3.4965075614664802,Dominant (>=1e-2),Detected in shallow
SRS2821894,test,4,14807,2000,104,0.052,-1.2839965728470393,0,5,0.078125,63,0.0282444378465975,1.0,0.0151177018539326,0.0872868217054263,0.05154108149020267,-1.287846388595499,0,0.052,0.02824443784659782,0.051887259162243536,0.050689072629971556,4.653960350157523,Dominant (>=1e-2),Detected in shallow
SRS2821824,test,1,254595,2000,0,0.0,-8.0,1,126,1.0,125,0.0001620413678883,0.676737160120846,0.0009144996576869,0.0118230026949491,7.715520197517317e-05,-4.112578502736796,0,0.0,0.00016204136788830186,4.485724510940388e-05,4.893350737443469e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2821916,test,5,9456,2000,0,0.0,-8.0,1,66,1.0,65,0.0001179264307797,0.6918429003021148,0.000235178802523,0.0014995104903771,0.0,-8.0,0,0.0,0.00011792643077970135,6.293192688050109e-07,5.875701991272008e-07,0.0,Reference zero,Shallow zero
SRS2821987,test,4,233986,2000,0,0.0,-8.0,1,81,1.0,80,0.0006277564998318,0.6283987915407855,0.0022032620366809,0.0364416037566646,0.0,-8.0,0,0.0,0.0006277564998318072,3.9147243030629757e-07,2.733274572554948e-07,0.0,Reference zero,Shallow zero
SRS2822077,test,4,246206,2000,0,0.0,-8.0,1,63,1.0,62,0.0001089758255946,0.4078549848942598,0.0003131337088583,0.0027118291859317,2.138625719112898e-05,-4.669662190361205,0,0.0,0.00010897582559460123,4.383537624622646e-08,5.122558640311461e-08,0.0,Very rare (<1e-4),Shallow zero
SRS2822125,test,3,193619,2000,0,0.0,-8.0,1,65,1.0,64,0.0002951490147937,0.8580060422960725,0.000556771671378,0.0040507178639054,0.00010281836564495675,-3.987887066821349,0,0.0,0.00029514901479370335,2.5554139499497063e-06,2.106542733335642e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822183,test,2,211915,2000,0,0.0,-8.0,1,111,1.0,110,0.0001747091142091,0.6314199395770392,0.000263576731316,0.0017431061580225,0.0005285230079852932,-3.276927884916193,0,0.0,0.00017470911420910197,0.0001853466047487514,9.063515061873937e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821905,test,3,18617,2000,0,0.0,-8.0,1,86,1.0,85,0.0002623557444307,0.8338368580060423,0.0003444771944798,0.0024863301370948,3.6888118337083625e-05,-4.4329957806338385,0,0.0,0.000262355744430703,1.7414081312278107e-06,5.254157358683421e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821972,test,3,254595,2000,0,0.0,-8.0,1,106,1.0,105,0.0001620413678883,0.676737160120846,0.0009144996576869,0.0118230026949491,9.336457934588778e-06,-5.029352944305412,0,0.0,0.00016204136788830186,3.2348999337372086e-06,7.93955297153938e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2822153,test,1,249900,2000,4,0.002,-2.698967832869038,0,52,0.45614035087719296,113,0.0007808646005963,0.9486404833836858,0.0021385648679012,0.026292831142264,0.0005839266506172207,-3.233634265524036,0,0.002,0.0007808646005963089,0.0013384385559347149,0.0013500136075448727,1.6094379124341003,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822240,test,4,233398,2000,3,0.0015,-2.8239058456574235,0,30,0.5357142857142857,55,0.0032046452428914,0.9969788519637462,0.0028195239268681,0.0189130815480707,0.0030966421628025958,-2.5091075748367473,0,0.0015,0.0032046452428914365,0.0023478439589264405,0.002001107078430944,1.3862943611198906,Common (1e-3 to 1e-2),Detected in shallow
SRS2821925,test,2,97600,2000,0,0.0,-8.0,1,54,1.0,53,8.888311433962733e-05,0.3293051359516616,0.0007071380654044,0.0117625823531181,0.0,-8.0,0,0.0,8.888311433962834e-05,2.608728093826513e-08,3.022643283457997e-08,0.0,Reference zero,Shallow zero
SRS2822180,test,4,409,2000,0,0.0,-8.0,1,68,1.0,67,0.0003689609081321,0.5015105740181269,0.0015162228135537,0.0145491680182615,0.0,-8.0,0,0.0,0.0003689609081321042,9.238544900347956e-08,1.0635796248908671e-07,0.0,Reference zero,Shallow zero
SRS2821932,test,1,43797,2000,0,0.0,-8.0,1,109,1.0,108,0.000243503257215,0.3534743202416918,0.0016826088875735,0.0182386041669412,0.0,-8.0,0,0.0,0.00024350325721500277,5.695822543023989e-07,5.21198450953382e-07,0.0,Reference zero,Shallow zero
SRS2822089,test,1,79943,2000,0,0.0,-8.0,1,112,1.0,111,0.0012701659821695,0.2084592145015106,0.0076001453449412,0.091807566341469,0.0,-8.0,0,0.0,0.0012701659821695143,2.5840319918528174e-08,3.872623473860595e-08,0.0,Reference zero,Shallow zero
SRS2822136,test,4,146247,2000,0,0.0,-8.0,1,62,1.0,61,0.0001146733348428,0.2326283987915408,0.0012743383610444,0.0179798771723507,0.0,-8.0,0,0.0,0.0001146733348428013,5.601256746112996e-10,3.425054705254109e-09,0.0,Reference zero,Shallow zero
SRS2821870,test,1,168997,2000,0,0.0,-8.0,1,102,1.0,101,0.0003494230173817,0.5196374622356495,0.0011893367381893,0.0116778069650706,5.381624443338222e-05,-4.269005920737109,0,0.0,0.00034942301738170395,1.6081152191278997e-07,2.338271561961623e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822000,test,4,250171,2000,7,0.0035,-2.45593071481012,0,35,0.3763440860215054,92,0.0027770875829705,0.9274924471299094,0.0083625122879893,0.0924635205744878,0.0012069427947430935,-2.9183097153073683,0,0.0035,0.002777087582970532,0.0031075393054696455,0.003181341630073151,2.0794415416798357,Common (1e-3 to 1e-2),Detected in shallow
SRS2821844,test,5,219738,2000,0,0.0,-8.0,1,101,1.0,100,0.0002034288936819,0.6797583081570997,0.0006065035517112,0.0052514752855828,0.0,-8.0,0,0.0,0.00020342889368190232,1.0020757685304511e-05,1.2175587276717538e-05,0.0,Reference zero,Shallow zero
SRS2822000,test,4,34262,2000,1,0.0005,-3.3010213098612007,0,78,0.8387096774193549,92,0.0007483980248292,0.9395770392749244,0.000999256381279,0.0145350534119432,0.0004981033756082608,-3.302671796202034,0,0.0005,0.0007483980248292084,0.00040391829317386227,0.00046950133435011676,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822279,test,2,44470,2000,0,0.0,-8.0,1,101,1.0,100,0.0052578059728448,0.9546827794561934,0.0417782686220673,0.5880185523360106,0.0005500857760871187,-3.2595616897695563,0,0.0,0.00525780597284486,0.00022053842587639832,0.00013701682289615866,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822168,test,5,10583,2000,0,0.0,-8.0,1,78,1.0,77,0.0001344425582233,0.8036253776435045,0.0001845876318963,0.0013976497416186,2.4052627148200257e-05,-4.618656958306246,0,0.0,0.0001344425582233015,7.054751582945988e-05,4.34300472766065e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2821987,test,3,207119,2000,1,0.0005,-3.3010213098612007,0,64,0.8,79,0.0020778196068682,0.8912386706948641,0.0024632456707371,0.0131605700449159,0.0006036871352723557,-3.2191808850018524,0,0.0005,0.0020778196068682235,0.00045266029350966055,0.00041564171825280203,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822218,test,1,21282,2000,1,0.0005,-3.3010213098612007,0,42,0.6666666666666666,62,0.0059784422652986,1.0,0.0098200487478248,0.0630847447429379,0.0005353617595556499,-3.2713445412413873,0,0.0005,0.005978442265298668,0.00051246495217251,0.0005848105286967155,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822269,test,2,121481,2000,0,0.0,-8.0,1,76,1.0,75,0.0008315500769304,0.3323262839879154,0.002063896486357,0.0119995955192521,0.0,-8.0,0,0.0,0.0008315500769304094,3.490994114515647e-10,2.77307001941309e-08,0.0,Reference zero,Shallow zero
SRS2822122,test,4,76191,2000,0,0.0,-8.0,1,94,1.0,93,0.0002196381011682,0.6797583081570997,0.0004642059950311,0.0033582460622843,0.0,-8.0,0,0.0,0.0002196381011682025,3.0011620055941414e-06,3.7493228139428805e-06,0.0,Reference zero,Shallow zero
SRS2821908,test,5,162670,2000,0,0.0,-8.0,1,84,1.0,83,8.661240651011095e-05,0.2507552870090634,0.0004224098442853,0.0052573383681388,2.4301188935668678e-05,-4.614193801519722,0,0.0,8.661240651011193e-05,1.6280037794098814e-08,2.5498555048079512e-08,0.0,Very rare (<1e-4),Shallow zero
SRS2821991,test,1,191749,2000,0,0.0,-8.0,1,98,1.0,97,0.0001062974245615,0.8187311178247734,0.0002066550637179,0.0019332343701453,0.0,-8.0,0,0.0,0.0001062974245615012,1.5653443222883562e-06,2.9470238291204145e-06,0.0,Reference zero,Shallow zero
SRS2822089,test,4,150643,2000,1,0.0005,-3.3010213098612007,0,96,0.8205128205128205,116,0.0002379709266102,0.3655589123867069,0.0009094289949943,0.0076564168868401,3.769815090569807e-05,-4.423564763567361,0,0.0005,0.00023797092661020268,0.00021290633499189063,0.0002557326474514696,0.6931471805599453,Very rare (<1e-4),Detected in shallow
SRS2822262,test,4,145222,2000,0,0.0,-8.0,1,66,1.0,65,0.0007604187236067,0.6918429003021148,0.0026780719289448,0.031470961865727,0.0,-8.0,0,0.0,0.0007604187236067085,1.011959617868974e-06,4.963015595579872e-07,0.0,Reference zero,Shallow zero
SRS2822080,test,2,219738,2000,4,0.002,-2.698967832869038,0,41,0.4606741573033708,88,0.0002034288936819,0.6797583081570997,0.0006065035517112,0.0052514752855828,0.0020445127473311562,-2.6894080531285045,0,0.002,0.00020342889368190232,0.0013334766182475444,0.001161785521644053,1.6094379124341003,Common (1e-3 to 1e-2),Detected in shallow
SRS2822077,test,2,58120,2000,91,0.0455,-1.3419885078935614,0,7,0.11290322580645161,61,0.0331338683761734,1.0,0.0247564773189989,0.1252526685343452,0.05670566094227849,-1.2463735066135566,0,0.0455,0.033133868376173777,0.04726786350784445,0.04629279095418534,4.5217885770490405,Dominant (>=1e-2),Detected in shallow
SRS2821844,test,2,184673,2000,0,0.0,-8.0,1,104,1.0,103,0.00011717566168,0.1389728096676737,0.000872086686013,0.011156369403792,0.0,-8.0,0,0.0,0.00011717566168000133,7.415238486095631e-08,4.489439734860909e-08,0.0,Reference zero,Shallow zero
SRS2822268,test,5,189417,2000,0,0.0,-8.0,1,74,1.0,73,0.0001201573041043,0.4954682779456193,0.0002157882329578,0.0018350831804097,0.0,-8.0,0,0.0,0.00012015730410430136,1.2978671172510706e-08,2.580346565392703e-08,0.0,Reference zero,Shallow zero
SRS2821932,test,2,258109,2000,0,0.0,-8.0,1,105,1.0,104,0.0034453676064137,0.8066465256797583,0.0276611420822812,0.4874151893193258,9.004772529440604e-05,-4.045479026777523,0,0.0,0.003445367606413739,1.8322666918628945e-06,6.0984071254918875e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2822269,test,1,131147,2000,0,0.0,-8.0,1,73,1.0,72,0.0017128238555888,0.797583081570997,0.0018259291368465,0.0090787165996079,0.0,-8.0,0,0.0,0.0017128238555888192,2.0262987058783616e-05,3.1578934434798775e-06,0.0,Reference zero,Shallow zero
SRS2821919,test,5,254706,2000,0,0.0,-8.0,1,90,1.0,89,0.0023948049438828,0.43202416918429,0.0266362399101227,0.3715267876944523,1.7313019390581722e-05,-4.7613764084859955,0,0.0,0.0023948049438828273,3.356801589132778e-06,8.178893678739245e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822262,test,4,26279,2000,0,0.0,-8.0,1,66,1.0,65,0.0001259579970962,0.7341389728096677,0.0002536241438473,0.0020910723511033,9.49923214540158e-05,-4.022265782265353,0,0.0,0.00012595799709620145,2.11631494478129e-06,2.1152248069189533e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2822256,test,2,86908,2000,0,0.0,-8.0,1,84,1.0,83,0.0002443500360949,0.8549848942598187,0.0004383498900631,0.0030002961665743,7.924767540152156e-05,-4.1009586695125115,0,0.0,0.0002443500360949028,1.3978512210506798e-05,8.904790400457702e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821854,test,4,11043,2000,0,0.0,-8.0,1,96,1.0,95,0.0001143891157707,0.7250755287009063,0.0002701224473978,0.0030135610246107,0.0,-8.0,0,0.0,0.0001143891157707013,1.0175243694333156e-05,6.879768992791242e-06,0.0,Reference zero,Shallow zero
SRS2821870,test,5,112467,2000,2,0.001,-2.9999956570768957,0,63,0.7078651685393258,88,0.0002949572894525,0.7613293051359517,0.0005100745519865,0.0049446880695865,0.00016144873330014667,-3.7919384590303205,0,0.001,0.00029495728945250335,0.0005893092185509624,0.0005635421655928379,1.0986122886681098,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821894,test,5,71581,2000,0,0.0,-8.0,1,64,1.0,63,9.826839780148766e-05,0.3474320241691843,0.0009270886668867,0.0159958271755194,0.0,-8.0,0,0.0,9.826839780148877e-05,3.6911946246276294e-08,2.8940742777617364e-08,0.0,Reference zero,Shallow zero
SRS2822218,test,3,11812,2000,1,0.0005,-3.3010213098612007,0,57,0.9661016949152542,58,0.0001526281800365,0.6344410876132931,0.0002237922471187,0.0014181122617241,0.0002230673998148541,-3.6515444262776704,0,0.0005,0.00015262818003650174,0.00037478742084666406,0.00034285256377810644,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822060,test,1,57104,2000,6,0.003,-2.5228772976344773,0,32,0.3902439024390244,81,0.0009905923670257,0.7945619335347432,0.0049250981992909,0.0449317104896404,0.0014517738862172217,-2.838098028270082,0,0.003,0.0009905923670257112,0.0025882306908913606,0.0029336784580539124,1.9459101490553132,Common (1e-3 to 1e-2),Detected in shallow
SRS2821969,test,4,149360,2000,0,0.0,-8.0,1,78,1.0,77,0.0036443757842617,0.9818731117824774,0.0039649076588021,0.0222320688924422,0.0003325810666349923,-3.47808942006909,0,0.0,0.003644375784261741,5.965097906332266e-07,1.953593906912175e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822268,test,1,78621,2000,0,0.0,-8.0,1,81,1.0,80,0.0001351882838644,0.56797583081571,0.0003541799624757,0.0035969250677165,1.8472167062278916e-05,-4.733247108439923,0,0.0,0.00013518828386440153,3.08922759587252e-06,6.104536966256484e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822269,test,3,262354,2000,1,0.0005,-3.3010213098612007,0,61,0.7922077922077922,76,0.0002552251792692,0.5045317220543807,0.0005935587538322,0.0035999343077681,0.001049453338035802,-2.9790327284649587,0,0.0005,0.00025522517926920287,0.0004321858656811825,0.0003094414498277881,0.6931471805599453,Common (1e-3 to 1e-2),Detected in shallow
SRS2821969,test,1,4843,2000,0,0.0,-8.0,1,82,1.0,81,0.0002651975933892,0.7945619335347432,0.0009480217597742,0.0078377795354857,0.0,-8.0,0,0.0,0.00026519759338920296,7.828500178037716e-06,8.731233455604181e-06,0.0,Reference zero,Shallow zero
SRS2821991,test,2,9456,2000,0,0.0,-8.0,1,91,1.0,90,0.0001179264307797,0.6918429003021148,0.000235178802523,0.0014995104903771,9.607163100807962e-05,-4.017359633292528,0,0.0,0.00011792643077970135,1.967375603579477e-05,7.97680416620347e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821892,test,5,157587,2000,1,0.0005,-3.3010213098612007,0,91,0.7982456140350878,113,0.000654111289356,0.8036253776435045,0.0019159370545271,0.0210642701216227,0.0008555349098346411,-3.067757188248599,0,0.0005,0.0006541112893560073,0.00032035790235281737,0.0003286935986720949,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822133,test,1,189417,2000,0,0.0,-8.0,1,112,1.0,111,0.0001201573041043,0.4954682779456193,0.0002157882329578,0.0018350831804097,9.240606923062709e-05,-4.034252507444152,0,0.0,0.00012015730410430136,1.7170817134545158e-05,3.200248985077089e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2822243,test,1,192431,2000,0,0.0,-8.0,1,78,1.0,77,0.0001661506473655,0.6978851963746223,0.0002586186625329,0.0016578491844844,0.00010259567046270647,-3.988828637444346,0,0.0,0.00016615064736550186,1.1878727146721844e-06,1.5387866132462003e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822120,test,1,146804,2000,0,0.0,-8.0,1,109,1.0,108,0.0001188064407762,0.6978851963746223,0.0004070488323287,0.0048127845396264,0.0,-8.0,0,0.0,0.00011880644077620135,4.505288657453798e-06,2.557225096465362e-06,0.0,Reference zero,Shallow zero
SRS2821919,test,2,254096,2000,1,0.0005,-3.3010213098612007,0,94,0.9591836734693877,97,0.0001131985710846,0.7824773413897281,0.000154892951407,0.0012609024583249,0.0003462603878116344,-3.4605846466540733,0,0.0005,0.00011319857108460129,0.00018399994144612287,0.00017364350177454153,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821894,test,1,114712,2000,0,0.0,-8.0,1,60,1.0,59,0.0020879398715809,0.7250755287009063,0.0056613047295506,0.056530976044541,0.00018921873685980993,-3.7230129096258255,0,0.0,0.0020879398715809238,2.1389487597992767e-06,1.1234889204049687e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821860,test,5,176063,2000,0,0.0,-8.0,1,93,1.0,92,0.0001899694382991,0.5075528700906344,0.0003739394745769,0.0021271714875602,0.0,-8.0,0,0.0,0.00018996943829910213,4.468807838354528e-08,8.53641411509748e-08,0.0,Reference zero,Shallow zero
SRS2821844,test,2,237932,2000,5,0.0025,-2.6020582541535093,0,52,0.5,103,0.000348178309736,0.7220543806646526,0.0005457290207813,0.0029964756478131,0.0007850320554755987,-3.10510707704869,0,0.0025,0.000348178309736004,0.0018830182429376988,0.0016707874636049279,1.791759469228055,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821908,test,1,44470,2000,705,0.3525,-0.45284086635217186,0,1,0.0125,79,0.0052578059728448,0.9546827794561934,0.0417782686220673,0.5880185523360106,0.3489468472245005,-0.45724070877582107,0,0.3525,0.00525780597284486,0.36250098723808716,0.42130798626965593,6.559615237493242,Dominant (>=1e-2),Detected in shallow
SRS2822236,test,1,148378,2000,1,0.0005,-3.3010213098612007,0,48,0.7384615384615385,64,0.0009293110458781,0.7129909365558912,0.003108065224489,0.0404868893580928,6.335369098603686e-05,-4.198159532678342,0,0.0005,0.0009293110458781105,6.83217445982335e-05,0.00014655294053687835,0.6931471805599453,Very rare (<1e-4),Detected in shallow
SRS2822275,test,3,66728,2000,0,0.0,-8.0,1,76,1.0,75,0.0003836266399621,0.6978851963746223,0.0007673526594138,0.0055927798309006,1.144086218337414e-05,-4.941161812242452,0,0.0,0.00038362663996210434,4.72242101874315e-06,1.6880987435839642e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821835,test,5,250391,2000,0,0.0,-8.0,1,58,1.0,57,0.0001980050490434,0.2084592145015106,0.0007778528445891,0.0046076537794218,0.0,-8.0,0,0.0,0.00019800504904340225,2.994422527045433e-09,7.609686584166948e-09,0.0,Reference zero,Shallow zero
SRS2821968,test,5,67192,2000,0,0.0,-8.0,1,62,1.0,61,0.000115056693052,0.7643504531722054,0.0002700851744775,0.0031180160046139,0.0,-8.0,0,0.0,0.0001150566930520013,2.0174245866649365e-06,4.154164141954442e-06,0.0,Reference zero,Shallow zero
SRS2821892,test,3,228316,2000,4,0.002,-2.698967832869038,0,48,0.41379310344827586,115,0.0015487785003433,0.9879154078549848,0.0037244233712917,0.0598274912828041,0.001644231154838451,-2.784034485740675,0,0.002,0.0015487785003433176,0.0017563484628118082,0.0015923040626865466,1.6094379124341003,Common (1e-3 to 1e-2),Detected in shallow
SRS2822280,test,2,146804,2000,0,0.0,-8.0,1,95,1.0,94,0.0001188064407762,0.6978851963746223,0.0004070488323287,0.0048127845396264,8.063432334363662e-05,-4.09342619773939,0,0.0,0.00011880644077620135,8.730361507107233e-07,9.073751586236528e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822240,test,3,250391,2000,0,0.0,-8.0,1,52,1.0,51,0.0001980050490434,0.2084592145015106,0.0007778528445891,0.0046076537794218,0.0,-8.0,0,0.0,0.00019800504904340225,1.8721221948221618e-08,1.1081911164742769e-08,0.0,Reference zero,Shallow zero
SRS2822180,test,3,264947,2000,0,0.0,-8.0,1,75,1.0,74,0.0022047000583922,0.8429003021148036,0.0070569372817698,0.0597454725005176,4.533995901267705e-05,-4.343423101119349,0,0.0,0.002204700058392225,2.5163343646394414e-06,7.070912774241062e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2822275,test,4,241327,2000,0,0.0,-8.0,1,71,1.0,70,0.000186876877813,0.5558912386706949,0.0002748195430745,0.0013308329804609,0.0,-8.0,0,0.0,0.0001868768778130021,9.317570727978901e-09,6.670725633733977e-09,0.0,Reference zero,Shallow zero
SRS2822125,test,2,62872,2000,1,0.0005,-3.3010213098612007,0,54,0.7012987012987013,76,0.0038796188624384,0.8398791540785498,0.004543477046185,0.0208477446747608,2.284852569887928e-05,-4.640951783629668,0,0.0005,0.0038796188624384436,0.00026639749631127753,0.0002987219404227943,0.6931471805599453,Very rare (<1e-4),Detected in shallow
SRS2822077,test,3,189462,2000,0,0.0,-8.0,1,65,1.0,64,0.000144266233978,0.8700906344410876,0.0001666767569086,0.0009350448719903,6.415877157338695e-05,-4.192676274625064,0,0.0,0.00014426623397800162,1.341450851360531e-06,1.7321432241477323e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821946,test,3,155391,2000,0,0.0,-8.0,1,56,1.0,55,8.242509762519506e-05,0.3897280966767371,0.0003714736687704,0.003861107028818,0.0,-8.0,0,0.0,8.2425097625196e-05,1.330698576647507e-07,2.1788019009447876e-07,0.0,Reference zero,Shallow zero
