sample_id,split,subsample_repeat,otu_id,shallow_depth,shallow_count,shallow_ra,log10_shallow_ra,zero_in_shallow,shallow_rank,shallow_rank_norm,shallow_richness,otu_mean_ra_train,otu_prevalence_train,otu_std_ra_train,otu_max_ra_train,target_reference_ra,target_log10_reference_ra,is_other,pred_raw_shallow_ra,pred_training_mean_ra,pred_random_forest_ra,pred_xgboost_ra,log1p_shallow_count,abundance_group,shallow_detection_group
SRS2821932,test,3,213034,2000,3,0.0015,-2.8239058456574235,0,54,0.4864864864864865,110,0.0020592681260378,0.7915407854984894,0.0214086082237064,0.2754897036664992,0.0014007423934685383,-2.8536386267798726,0,0.0015,0.0020592681260378234,0.0010137963166047092,0.0010513896640082557,1.3862943611198906,Common (1e-3 to 1e-2),Detected in shallow
SRS2822218,test,5,80933,2000,1,0.0005,-3.3010213098612007,0,54,0.9818181818181818,54,8.703333793014278e-05,0.5347432024169184,0.0001600314615887,0.0009555506968231,0.00026768087977782493,-3.57236642496412,0,0.0005,8.703333793014377e-05,0.00026139383138266053,0.00037531414959250436,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822026,test,1,168466,2000,12,0.006,-2.221848025792823,0,21,0.3888888888888889,53,0.0024476514126977,0.9788519637462236,0.0027280509870891,0.0268291329992788,0.005353739476885062,-2.2713419550302922,0,0.006,0.002447651412697728,0.005905383402811672,0.005007891117299933,2.5649493574615367,Common (1e-3 to 1e-2),Detected in shallow
SRS2821908,test,4,18877,2000,0,0.0,-8.0,1,77,1.0,76,0.0005624122937875,0.7069486404833837,0.000765100071107,0.0034255204271402,0.0,-8.0,0,0.0,0.0005624122937875063,8.365853059506534e-07,3.4895066669226117e-07,0.0,Reference zero,Shallow zero
SRS2821931,test,3,218257,2000,0,0.0,-8.0,1,96,1.0,95,0.0001907595118507,0.7311178247734139,0.0004058871516671,0.0050785126379078,0.0005332782852522751,-3.273037956362452,0,0.0,0.00019075951185070216,6.288172303914322e-06,4.638143149925063e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822183,test,4,101428,2000,3,0.0015,-2.8239058456574235,0,63,0.5526315789473685,113,0.0001947719280358,0.6827794561933535,0.0003483462343428,0.0030910806984426,0.0006549089446774287,-3.18381244666103,0,0.0015,0.0001947719280358022,0.0007516021023872226,0.0007903318239649436,1.3862943611198906,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821905,test,4,101509,2000,0,0.0,-8.0,1,77,1.0,76,0.0003506149536531,0.2930513595166163,0.0015501347112882,0.0150016329024577,7.377623667416725e-06,-5.131495236042716,0,0.0,0.000350614953653104,6.774957312697726e-09,1.6108894481505952e-08,0.0,Very rare (<1e-4),Shallow zero
SRS2821932,test,4,210905,2000,1,0.0005,-3.3010213098612007,0,102,0.9622641509433962,105,0.0001127898579517,0.6163141993957704,0.0003650980735082,0.0045757583212379,0.0002701431758832181,-3.5683899225891587,0,0.0005,0.00011278985795170127,0.0001968063619014173,0.000151561491622589,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821875,test,1,210905,2000,0,0.0,-8.0,1,94,1.0,93,0.0001127898579517,0.6163141993957704,0.0003650980735082,0.0045757583212379,0.0,-8.0,0,0.0,0.00011278985795170127,1.1537809619744893e-06,1.4985752458202225e-06,0.0,Reference zero,Shallow zero
SRS2822063,test,4,42738,2000,1,0.0005,-3.3010213098612007,0,50,0.6329113924050633,78,0.004662586966442,0.9939577039274924,0.003631630128436,0.0198352032752053,0.0012489956905996637,-2.903435582930586,0,0.0005,0.004662586966442053,0.0004570390082264122,0.0008900004552873346,0.6931471805599453,Common (1e-3 to 1e-2),Detected in shallow
SRS2822262,test,5,18877,2000,0,0.0,-8.0,1,64,1.0,63,0.0005624122937875,0.7069486404833837,0.000765100071107,0.0034255204271402,0.0001266564286053544,-3.897338474330311,0,0.0,0.0005624122937875063,6.488479505259705e-08,9.628000525870165e-08,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822298,test,3,233976,2000,0,0.0,-8.0,1,79,1.0,78,0.0008927084313389,0.6465256797583081,0.0014619017075088,0.0086763798466207,0.0,-8.0,0,0.0,0.0008927084313389101,2.841673541283175e-07,4.717050963793599e-07,0.0,Reference zero,Shallow zero
SRS2822279,test,3,199426,2000,0,0.0,-8.0,1,112,1.0,111,0.0001735186880566,0.5649546827794562,0.00097345698815,0.0138866404043674,7.458790184232118e-05,-4.1272733874216545,0,0.0,0.00017351868805660196,2.9265678402871716e-06,9.821555642751556e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2822136,test,5,227739,2000,422,0.211,-0.6757175241196309,0,1,0.017241379310344827,57,0.1169303890828114,1.0,0.1254584030269547,0.4966737721569693,0.21020447355387772,-0.6773580249303167,0,0.211,0.11693038908281272,0.2170406037432946,0.25687919006757337,6.0473721790462776,Dominant (>=1e-2),Detected in shallow
SRS2821932,test,1,69371,2000,0,0.0,-8.0,1,109,1.0,108,0.0002562871208749,0.7552870090634441,0.0003565815383618,0.0022500138037656,0.0003902068096090928,-3.4086940261684884,0,0.0,0.0002562871208749029,8.671501382526843e-05,7.452816798953682e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822230,test,5,241510,2000,63,0.0315,-1.5016893083391571,0,10,0.1,99,0.0002578822662974,0.1782477341389728,0.0022861804495522,0.0275202081204125,0.03105648515876452,-1.5078475575931167,0,0.0315,0.00025788226629740293,0.029811441202786244,0.02935058969052012,4.1588830833596715,Dominant (>=1e-2),Detected in shallow
SRS2822275,test,3,80933,2000,0,0.0,-8.0,1,76,1.0,75,8.703333793014278e-05,0.5347432024169184,0.0001600314615887,0.0009555506968231,0.0001716129327506121,-3.765424680930186,0,0.0,8.703333793014377e-05,5.501483528829716e-06,3.105460710709131e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822133,test,3,146247,2000,0,0.0,-8.0,1,108,1.0,107,0.0001146733348428,0.2326283987915408,0.0012743383610444,0.0179798771723507,3.696242769225083e-05,-4.4321220317441075,0,0.0,0.0001146733348428013,1.9665377835030755e-07,1.6651029257635812e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822122,test,2,150579,2000,116,0.058,-1.2365719315587103,0,7,0.07526881720430108,92,0.0347292398971269,1.0,0.0653841817978855,0.4151791165050914,0.049573885253386074,-1.3047469552004058,0,0.058,0.0347292398971273,0.058821089426123394,0.0586687084262634,4.762173934797756,Dominant (>=1e-2),Detected in shallow
SRS2821968,test,4,241327,2000,0,0.0,-8.0,1,63,1.0,62,0.000186876877813,0.5558912386706949,0.0002748195430745,0.0013308329804609,2.8339048374755574e-05,-4.547461514990793,0,0.0,0.0001868768778130021,2.4097781182173776e-09,4.293805956160594e-09,0.0,Very rare (<1e-4),Shallow zero
SRS2822275,test,3,264947,2000,0,0.0,-8.0,1,76,1.0,75,0.0022047000583922,0.8429003021148036,0.0070569372817698,0.0597454725005176,0.0,-8.0,0,0.0,0.002204700058392225,6.2051775387680505e-06,5.776764229511379e-06,0.0,Reference zero,Shallow zero
SRS2821987,test,4,55552,2000,0,0.0,-8.0,1,81,1.0,80,0.0004886600606367,0.6918429003021148,0.0006489186472599,0.0034648909100752,6.965620791604103e-05,-4.156977828419918,0,0.0,0.0004886600606367055,1.1877547694126863e-06,1.4071561551552028e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821893,test,3,241754,2000,0,0.0,-8.0,1,80,1.0,79,0.0002289516523631,0.4833836858006042,0.0013338621329692,0.016593886462882,0.0,-8.0,0,0.0,0.0002289516523631026,7.140010539055042e-07,1.8836556292540235e-07,0.0,Reference zero,Shallow zero
SRS2822268,test,4,133193,2000,0,0.0,-8.0,1,77,1.0,76,0.000151765716712,0.3776435045317221,0.0005627595383252,0.005200743681222,6.46525847179762e-05,-4.18934693958962,0,0.0,0.0001517657167120017,4.98870051517068e-07,1.5732428690300758e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2821968,test,3,34262,2000,0,0.0,-8.0,1,69,1.0,68,0.0007483980248292,0.9395770392749244,0.000999256381279,0.0145350534119432,0.0,-8.0,0,0.0,0.0007483980248292084,7.535360501856575e-05,3.8703928093622095e-05,0.0,Reference zero,Shallow zero
SRS2821901,test,5,254096,2000,0,0.0,-8.0,1,88,1.0,87,0.0001131985710846,0.7824773413897281,0.000154892951407,0.0012609024583249,0.0012298358169184414,-2.9101493316977702,0,0.0,0.00011319857108460129,4.8450453980645264e-05,1.679397721707109e-05,0.0,Common (1e-3 to 1e-2),Shallow zero
SRS2822111,test,4,103181,2000,68,0.034,-1.4685209552240925,0,8,0.12698412698412698,62,0.0762453372659705,1.0,0.0454332528433432,0.2032411595799079,0.027472087184144456,-1.5611081858384073,0,0.034,0.07624533726597137,0.0326894906271853,0.03274298208910968,4.23410650459726,Dominant (>=1e-2),Detected in shallow
SRS2821908,test,2,249900,2000,0,0.0,-8.0,1,85,1.0,84,0.0007808646005963,0.9486404833836858,0.0021385648679012,0.026292831142264,7.89788640409232e-05,-4.102434131829494,0,0.0,0.0007808646005963089,1.8943099056732575e-05,3.5607204736248564e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2822168,test,5,69372,2000,0,0.0,-8.0,1,78,1.0,77,0.000326842642936,0.120845921450151,0.005540048872687,0.1007667205271995,0.0,-8.0,0,0.0,0.0003268426429360037,3.849661311759929e-08,3.277091765671289e-08,0.0,Reference zero,Shallow zero
SRS2821875,test,4,157587,2000,3,0.0015,-2.8239058456574235,0,47,0.5,93,0.000654111289356,0.8036253776435045,0.0019159370545271,0.0210642701216227,0.00036949794466768277,-3.4323762195472534,0,0.0015,0.0006541112893560073,0.0009609401694928495,0.001105614151533968,1.3862943611198906,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821894,test,5,246206,2000,0,0.0,-8.0,1,64,1.0,63,0.0001089758255946,0.4078549848942598,0.0003131337088583,0.0027118291859317,0.0,-8.0,0,0.0,0.00010897582559460123,5.403659592327396e-08,4.9097714020397575e-08,0.0,Reference zero,Shallow zero
SRS2822060,test,2,242853,2000,0,0.0,-8.0,1,78,1.0,77,0.0003012413935641,0.7009063444108762,0.0004949460319308,0.0050763568678878,0.00041335228704795894,-3.383669148594288,0,0.0,0.0003012413935641034,3.835136305565869e-06,4.09786000598432e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822120,test,3,219738,2000,0,0.0,-8.0,1,103,1.0,102,0.0002034288936819,0.6797583081570997,0.0006065035517112,0.0052514752855828,0.00020916126333403055,-3.679497980572948,0,0.0,0.00020342889368190232,1.3980641722272275e-05,1.3576262014644165e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821928,test,4,66728,2000,0,0.0,-8.0,1,101,1.0,100,0.0003836266399621,0.6978851963746223,0.0007673526594138,0.0055927798309006,0.00014430708547789696,-3.8406822504066778,0,0.0,0.00038362663996210434,4.4390094846715815e-05,3.583072611254596e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821860,test,1,125856,2000,1,0.0005,-3.3010213098612007,0,86,0.9885057471264368,86,9.291528843565942e-05,0.4803625377643504,0.0001910951586597,0.0019680332542441,0.0002077598296369397,-3.68241751632399,0,0.0005,9.291528843566047e-05,0.0002375683384133779,0.0002360739833134327,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822180,test,2,254595,2000,0,0.0,-8.0,1,69,1.0,68,0.0001620413678883,0.676737160120846,0.0009144996576869,0.0118230026949491,0.0,-8.0,0,0.0,0.00016204136788830186,2.874923309115696e-07,4.6101484008445274e-07,0.0,Reference zero,Shallow zero
SRS2822243,test,2,32169,2000,0,0.0,-8.0,1,74,1.0,73,0.0033968085870039,0.6797583081570997,0.0050051107396281,0.0338869929858583,0.0,-8.0,0,0.0,0.003396808587003939,1.4978164764257981e-07,2.0184368096900905e-07,0.0,Reference zero,Shallow zero
SRS2821844,test,5,39556,2000,9,0.0045,-2.34678652112688,0,36,0.3564356435643564,100,0.002650490784274,0.9697885196374624,0.0033855517402475,0.0258565717929554,0.0043612891970866595,-2.3603841185119605,0,0.0045,0.00265049078427403,0.00405772253173586,0.003947331537752432,2.302585092994046,Common (1e-3 to 1e-2),Detected in shallow
SRS2822116,test,3,130514,2000,0,0.0,-8.0,1,72,1.0,71,0.0001230289830458,0.2477341389728096,0.0007161303787485,0.0092754128867178,0.0,-8.0,0,0.0,0.00012302898304580138,2.288675324660688e-08,2.1831428653729397e-08,0.0,Reference zero,Shallow zero
SRS2821987,test,1,34262,2000,3,0.0015,-2.8239058456574235,0,38,0.41304347826086957,91,0.0007483980248292,0.9395770392749244,0.000999256381279,0.0145350534119432,0.0007429995511044376,-3.129005603513593,0,0.0015,0.0007483980248292084,0.000879341617330626,0.00102957570800616,1.3862943611198906,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822185,test,1,5378,2000,1,0.0005,-3.3010213098612007,0,101,0.9805825242718447,102,0.0001039061921997,0.622356495468278,0.0002665073499698,0.0020611394163964,0.00033935627884528374,-3.469331313576943,0,0.0005,0.00010390619219970117,0.00021737044255385152,0.0001684640868852966,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822068,test,3,230845,2000,0,0.0,-8.0,1,94,1.0,93,0.000502405530781,0.9274924471299094,0.0006673250889536,0.0091532911898103,0.0006699707795876855,-3.1739376561629657,0,0.0,0.0005024055307810057,0.00014658394243082895,7.971594680691234e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821987,test,2,32169,2000,0,0.0,-8.0,1,83,1.0,82,0.0033968085870039,0.6797583081570997,0.0050051107396281,0.0338869929858583,0.00012383325851740627,-3.9071276295171984,0,0.0,0.003396808587003939,3.2978500997963056e-06,7.339413019273359e-07,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822077,test,3,170659,2000,0,0.0,-8.0,1,65,1.0,64,0.0006393986810023,0.7945619335347432,0.0008578753801034,0.0049339031410024,1.069312859556449e-05,-4.970489256596355,0,0.0,0.0006393986810023073,1.2826595921781693e-06,1.1705561344417158e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821905,test,1,192138,2000,0,0.0,-8.0,1,81,1.0,80,9.820938868897828e-05,0.2145015105740181,0.0008801074141266,0.0145934271204249,1.475524733483345e-05,-4.83075927370712,0,0.0,9.82093886889794e-05,7.325705597486349e-08,3.984214583555289e-08,0.0,Very rare (<1e-4),Shallow zero
SRS2822149,test,1,76593,2000,0,0.0,-8.0,1,89,1.0,88,0.0001764624664241,0.1812688821752265,0.0012488234248957,0.0125323212945199,5.444073037683874e-05,-4.263996290444416,0,0.0,0.000176462466424102,1.0734984019462467e-07,2.7217219037634728e-08,0.0,Very rare (<1e-4),Shallow zero
SRS2821871,test,1,220566,2000,0,0.0,-8.0,1,101,1.0,100,0.0001767500200136,0.6435045317220544,0.0004618708406531,0.0040513958818327,1.1815582390056006e-05,-4.927177461790204,0,0.0,0.000176750020013602,1.1984110053277237e-05,9.508443052521045e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821871,test,5,39261,2000,0,0.0,-8.0,1,100,1.0,99,0.0005936649204949,0.8157099697885196,0.0008587361748811,0.0042032418373507,0.0002599428125812321,-3.5851054793194534,0,0.0,0.0005936649204949067,1.0767801735326378e-06,3.3383575888523565e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821946,test,2,249900,2000,1,0.0005,-3.3010213098612007,0,45,0.7894736842105263,56,0.0007808646005963,0.9486404833836858,0.0021385648679012,0.026292831142264,0.00012425704641000685,-3.905644023890306,0,0.0005,0.0007808646005963089,0.00013014899158915374,0.00024220444835078671,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822063,test,4,21519,2000,3,0.0015,-2.8239058456574235,0,38,0.4810126582278481,78,0.0037110457057562,0.9909365558912386,0.0037973841082382,0.0427330401557205,0.003286830764735957,-2.4832213353682153,0,0.0015,0.003711045705756242,0.001702786679092593,0.0021630228277218716,1.3862943611198906,Common (1e-3 to 1e-2),Detected in shallow
SRS2822122,test,4,77276,2000,0,0.0,-8.0,1,94,1.0,93,0.0002371714081184,0.1450151057401812,0.0017030517257961,0.0159834014513303,0.0,-8.0,0,0.0,0.00023717140811840268,3.858918568768284e-08,3.7413962749097854e-08,0.0,Reference zero,Shallow zero
SRS2822243,test,2,254595,2000,0,0.0,-8.0,1,74,1.0,73,0.0001620413678883,0.676737160120846,0.0009144996576869,0.0118230026949491,0.00011969494887315755,-3.9218878945069098,0,0.0,0.00016204136788830186,8.582667894927703e-07,8.358203044211296e-07,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821969,test,2,124068,2000,0,0.0,-8.0,1,80,1.0,79,0.0001421891306851,0.5498489425981873,0.0007593415122119,0.0115510257415392,0.00014253474284356814,-3.8460487951635747,0,0.0,0.0001421891306851016,4.0788971613956817e-07,3.437770669460293e-07,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822122,test,1,26279,2000,0,0.0,-8.0,1,91,1.0,90,0.0001259579970962,0.7341389728096677,0.0002536241438473,0.0020910723511033,0.0,-8.0,0,0.0,0.00012595799709620145,4.596236391590797e-06,3.872767733080426e-06,0.0,Reference zero,Shallow zero
SRS2821972,test,5,264947,2000,3,0.0015,-2.8239058456574235,0,54,0.5192307692307693,103,0.0022047000583922,0.8429003021148036,0.0070569372817698,0.0597454725005176,0.0005228416443369716,-3.2816215218129274,0,0.0015,0.002204700058392225,0.0008494261655322817,0.0011959692834257098,1.3862943611198906,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822089,test,4,83909,2000,0,0.0,-8.0,1,117,1.0,116,0.0002642183060732,0.6253776435045317,0.0005672189765421,0.0059502664298401,0.00017906621680206583,-3.7469620891788207,0,0.0,0.000264218306073203,1.0680554637161988e-05,2.2930543232089146e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822180,test,2,184673,2000,0,0.0,-8.0,1,69,1.0,68,0.00011717566168,0.1389728096676737,0.000872086686013,0.011156369403792,0.0,-8.0,0,0.0,0.00011717566168000133,3.904918485261721e-09,8.84862023459564e-09,0.0,Reference zero,Shallow zero
SRS2822153,test,2,17010,2000,0,0.0,-8.0,1,117,1.0,116,9.520266271709308e-05,0.6374622356495468,0.0003057379082311,0.0042091459029569,1.024432720381089e-05,-4.989092828836098,0,0.0,9.520266271709416e-05,1.1254039975846846e-05,1.070178036921637e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2822269,test,1,142355,2000,23,0.0115,-1.939301781999177,0,13,0.1780821917808219,72,0.0460576524661746,1.0,0.0378787180399688,0.1573756043186914,0.01075259567659633,-1.9684862805072232,0,0.0115,0.046057652466175124,0.01220992156742524,0.012067019859445312,3.1780538303479458,Dominant (>=1e-2),Detected in shallow
SRS2822220,test,2,88503,2000,0,0.0,-8.0,1,61,1.0,60,0.0004440084717553,0.7764350453172205,0.0010493723293255,0.0090218645706621,0.0,-8.0,0,0.0,0.00044400847175530504,6.122684279761317e-05,3.760129041136808e-05,0.0,Reference zero,Shallow zero
SRS2822256,test,3,88503,2000,0,0.0,-8.0,1,90,1.0,89,0.0004440084717553,0.7764350453172205,0.0010493723293255,0.0090218645706621,3.962383770076078e-05,-4.401933873374389,0,0.0,0.00044400847175530504,1.2699543015947055e-06,1.5955094514920273e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821890,test,2,230879,2000,0,0.0,-8.0,1,109,1.0,108,0.0015856184968883,0.8126888217522659,0.0057585548024901,0.0600264512041966,0.0008272667107875579,-3.082349201611001,0,0.0,0.001585618496888318,0.00036261310210077626,0.000193727763736092,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821835,test,3,168466,2000,1,0.0005,-3.3010213098612007,0,44,0.7333333333333333,59,0.0024476514126977,0.9788519637462236,0.0027280509870891,0.0268291329992788,0.0011527666399358462,-2.9382548327229965,0,0.0005,0.002447651412697728,0.0007641652486748622,0.0007237773327807014,0.6931471805599453,Common (1e-3 to 1e-2),Detected in shallow
SRS2821894,test,2,249070,2000,0,0.0,-8.0,1,64,1.0,63,0.0002354463589657,0.2416918429003021,0.0010489682174097,0.0111223857781057,0.0,-8.0,0,0.0,0.00023544635896570264,2.1035395279164625e-08,1.5389188841233392e-08,0.0,Reference zero,Shallow zero
SRS2822183,test,1,112467,2000,0,0.0,-8.0,1,116,1.0,115,0.0002949572894525,0.7613293051359517,0.0005100745519865,0.0049446880695865,0.0002527718733842707,-3.5972540718905828,0,0.0,0.00029495728945250335,7.498852899678059e-05,8.028981179917286e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821875,test,1,174794,2000,19,0.0095,-2.0222759375593067,0,20,0.2127659574468085,93,0.0104154239974921,1.0,0.0056196577058383,0.0278447048516044,0.00980709128138808,-2.008459339564776,0,0.0095,0.010415423997492217,0.009307047433701126,0.010268993336197242,2.995732273553991,Common (1e-3 to 1e-2),Detected in shallow
SRS2821875,test,3,45066,2000,0,0.0,-8.0,1,99,1.0,98,0.0002552058365144,0.7009063444108762,0.0004521731583577,0.0025439028393238,0.00018474897233384139,-3.733394462051076,0,0.0,0.0002552058365144029,2.4034593858721863e-06,5.157938865776271e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821816,test,1,55552,2000,0,0.0,-8.0,1,93,1.0,92,0.0004886600606367,0.6918429003021148,0.0006489186472599,0.0034648909100752,1.564626914712187e-05,-4.805311721323923,0,0.0,0.0004886600606367055,0.0002760624065499949,5.47420858935656e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2822218,test,1,228316,2000,1,0.0005,-3.3010213098612007,0,45,0.7142857142857143,62,0.0015487785003433,0.9879154078549848,0.0037244233712917,0.0598274912828041,0.0003346010997222811,-3.475459656714381,0,0.0005,0.0015487785003433176,0.0006081958999386758,0.0006514928204644535,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822183,test,5,73737,2000,4,0.002,-2.698967832869038,0,54,0.4251968503937008,126,0.0006970791518131,0.743202416918429,0.003217601419826,0.0535319194862662,0.0008272534038030677,-3.082356187419183,0,0.002,0.000697079151813108,0.0013667315599546026,0.001633741581694053,1.6094379124341003,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821844,test,4,49837,2000,0,0.0,-8.0,1,103,1.0,102,0.0002350817207674,0.4290030211480362,0.0012369187030124,0.0122225085594374,0.0,-8.0,0,0.0,0.00023508172076740265,9.92330835685819e-07,5.225089623531582e-07,0.0,Reference zero,Shallow zero
SRS2821916,test,3,176063,2000,2,0.001,-2.9999956570768957,0,43,0.6615384615384615,64,0.0001899694382991,0.5075528700906344,0.0003739394745769,0.0021271714875602,0.000568627592114071,-3.2451644328832794,0,0.001,0.00018996943829910213,0.0006458633147467845,0.0007374956103793763,1.0986122886681098,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822025,test,4,112003,2000,0,0.0,-8.0,1,80,1.0,79,0.0003350131312509,0.7099697885196374,0.0011605101953537,0.0105522335561027,0.0,-8.0,0,0.0,0.0003350131312509038,3.57155452947237e-06,2.0890974506602278e-06,0.0,Reference zero,Shallow zero
SRS2822080,test,4,57440,2000,2,0.001,-2.9999956570768957,0,55,0.5851063829787234,93,0.0019832102085078,0.9848942598187312,0.0109299056296734,0.1942510747756012,0.00197590493701803,-2.7042317556891073,0,0.001,0.0019832102085078226,0.0007731123215922815,0.0009354938158176975,1.0986122886681098,Common (1e-3 to 1e-2),Detected in shallow
SRS2822269,test,4,149687,2000,0,0.0,-8.0,1,82,1.0,81,0.0002005772458831,0.2990936555891239,0.0010210793411067,0.0119213770644335,0.0,-8.0,0,0.0,0.00020057724588310228,1.2007571626438865e-07,5.959744444916356e-08,0.0,Reference zero,Shallow zero
